Time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
Noise MI,0,0.110231,0.143701,0.128727,0.210118,0.232331,0.210152,0.0635206,0.0487881,0.108529,0.249696,0.323341,0.229204,0.281691,0.075947,0.0339568,-0.0315339,0.017221,-0.0566121,-0.0472657,0.0427501,0.0485069,0.0824102,0.101467,0.0913738,0.186143,0.192467,0.186678,0.181125,0.44506,0.366554,0.185809,0.293026,0.375953,0.220442,0.18968,0.240277,0.263959,0.214224,0.129799,0.1053,0.216947,0.243634,0.146692,0.0455403,0.157816,0.181318,0.180956,0.216752,0.234755,0.154599,0.128233,0.0383927,-0.0406486,-0.117271,-0.0853925,0.0295146,-0.125202,0.0424438,-0.0509102,-0.17194,-0.170997,-0.111415,-0.0833872,0.0142005,-0.103293,-0.0299311,0.0566175,-0.0916475,0.0489414,0.0147293,0.000163954,-0.10083,-0.122722,-0.095984,-0.0622015,-0.137289,-0.160006,-0.0998811,-0.150286,-0.212588,-0.167152,-0.221479,-0.156696,-0.0924497,-0.229498,-0.122869,-0.111839,-0.142184,-0.066452,-0.13603,-0.0266,-0.135426,-0.118417,-0.134244,-0.0604303,0.0656464,-0.0164357,0.0175686,0.0286392,-0.0258727
Noise MR,0,0.126877,0.188683,0.156107,0.225893,0.203534,0.232479,0.171581,0.175503,0.179277,0.136646,0.136518,-0.000328573,-0.00443605,0.0102782,-0.0966891,-0.0525898,0.00284618,0.108827,0.10823,0.0287652,-0.0725266,-0.0656,-0.0517651,-0.183446,-0.1096,-0.286823,-0.191074,-0.0494319,-0.109167,-0.167881,-0.160956,-0.213944,-0.190704,-0.059568,-0.240339,-0.192285,-0.223238,-0.155795,-0.152918,-0.242085,-0.254725,-0.287518,-0.239753,-0.125513,-0.12091,-0.0224792,-0.215656,-0.230345,-0.270041,-0.127036,-0.0079691,0.211763,0.139121,0.0821602,-0.0927835,-0.0328249,0.0839074,-0.0459965,-0.0423755,-0.084565,-0.098177,-0.105927,-0.139887,0.0676261,0.0481948,0.0100207,-0.0317691,-0.0751222,-0.206152,-0.0639359,-0.0230493,-0.14715,-0.15993,-0.113103,-0.110327,-0.152412,0.00586431,0.144515,0.116606,0.139363,0.0954598,0.0633323,0.00456309,-0.0222497,0.103458,0.231069,0.111258,0.18273,0.126285,0.218146,0.241773,0.0766413,-0.0885985,-0.153102,-0.109621,-0.129088,0.0330115,-0.0187911,0.156092,0.041658
Noise PE,0,0.0534892,-0.0518809,0.0575674,-0.0685922,-0.276169,-0.260598,-0.16017,-0.121236,-0.13003,-0.120205,-0.131608,-0.160174,-0.252494,-0.00116437,-0.207599,-0.341585,-0.240279,-0.0926676,0.120559,0.100005,0.105295,0.167955,0.382722,0.390979,0.409189,0.481521,0.518731,0.572385,0.620403,0.62178,0.51835,0.34782,0.51706,0.583178,0.531146,0.472346,0.176947,0.146287,0.0769072,0.0117166,-0.0304511,-0.0655407,-0.306283,-0.395906,-0.490088,-0.429654,-0.341508,-0.323623,-0.277252,-0.171576,0.0115255,0.0893774,0.0691795,0.283726,0.258271,-0.0905565,-0.115813,-0.125469,-0.170399,-0.0683426,-0.14227,0.0036839,-0.11829,-0.148134,-0.203663,-0.154532,-0.204918,-0.3189,-0.385606,-0.457836,-0.435885,-0.406048,-0.366657,-0.328836,-0.235473,-0.102686,0.00997147,-0.0729176,-0.127114,0.0702763,0.0935044,0.144264,0.0556401,0.040589,-0.037813,0.0182821,0.137164,0.181519,0.271509,0.0302923,0.0216004,0.0946972,0.0747587,-0.00135993,0.0270566,-0.0220072,0.0584381,-0.0493702,-0.124108,-0.244276
Noise PI,0,0.170198,0.0944734,0.0291697,-0.0374544,-0.0975324,-0.0472052,-0.040964,-0.0333049,0.0697922,0.0717608,-0.00142169,0.0744761,0.139128,0.262571,0.163518,0.268462,0.23622,0.222264,0.300233,0.137306,0.121032,0.00629407,0.0321628,-0.00645294,-0.00562087,-0.0395717,0.0103679,-0.219139,-0.303546,-0.126114,-0.276777,-0.143768,-0.182683,-0.206018,-0.069687,-0.119041,-0.203954,-0.225067,-0.175802,-0.172706,-0.187858,-0.156639,-0.0777634,-0.0610838,-0.0060891,0.173613,0.107356,0.0920849,0.0242667,-0.0151577,-0.082638,-0.0941852,-0.0545625,-0.0120066,0.0221956,0.0356696,0.0609988,0.0286966,-0.0178835,-0.062624,-0.201799,-0.136694,-0.130972,-0.184988,-0.150806,-0.128699,-0.185242,-0.249862,-0.275297,-0.245543,-0.317533,-0.315493,-0.25985,-0.266039,-0.193956,-0.403971,-0.44579,-0.341412,-0.30369,-0.464007,-0.387626,-0.364633,-0.326688,-0.162391,0.0375416,0.0616705,0.241231,0.336091,0.304071,0.313531,0.278048,0.236226,0.29928,0.404042,0.46885,0.296898,0.145467,0.0695308,-0.0860837,-0.118445
Noise PR,0,-0.188957,-0.0833354,-0.127265,-0.0872282,-0.0605282,-0.128097,0.0372463,-0.0590664,0.0317972,0.104985,0.169246,0.065294,-0.0442554,-0.0280383,0.0117637,-0.0485491,-0.0556767,-0.0966144,0.0716764,0.0798778,0.232641,0.311657,0.101339,0.094368,0.169116,0.157257,0.322212,0.234964,0.112118,0.167455,0.250581,0.130502,0.0742989,0.158989,0.119534,0.154327,0.0160532,-0.0209996,0.0842162,0.0972684,0.213096,0.189647,0.14071,-0.0634195,-0.111961,-0.123159,-0.0677624,0.0740241,0.129747,0.110959,0.152976,0.321028,0.234428,0.343188,0.232017,0.361533,0.33323,0.414403,0.495853,0.443179,0.413765,0.431609,0.399387,0.316149,0.231993,0.207486,0.244453,0.354977,0.169863,0.333186,0.120214,0.011626,0.0316439,0.193545,0.228908,0.262139,0.172233,0.159349,0.0720357,0.104299,0.180223,0.287262,0.178799,0.11039,0.109657,0.0268887,0.103249,0.182894,0.237908,0.207572,0.288983,0.201908,0.119723,0.0258757,0.0903035,0.196228,0.28091,0.214009,0.388123,0.418045
random seed,10000
Recovered,0,0,0,0,0.125,0.5,0.5,0.875,1,2,3.375,5.5,8.125,11.375,15.375,20.875,27.75,37.25,53.125,73.125,104.25,146.5,209.625,300.125,414.875,599.5,890.5,1369.5,2151.63,3098.63,4308.75,6010.5,7993.88,10291.8,12922.4,15810.3,18931.4,22065.5,25076.3,28232,31598.8,35077.1,38638.8,41903.8,44845.8,47346.1,49925.1,52451.3,55097.4,58002.1,60808.1,63459.9,66298.8,68968.1,71402.6,73775.3,75851,77814.1,79805.3,81644.5,83338.5,84822.8,86113.1,87318.3,88408.3,89308.6,90130.6,90898.4,91638,92311.9,92896,93447.3,93912.4,94308.6,94716.8,95102.6,95489,95841.9,96134.1,96406.5,96648.4,96873.8,97106.3,97326.3,97509.6,97675,97835,97971.4,98120.5,98255.4,98381.5,98505.3,98620.9,98724.1,98822,98904.5,98986.4,99074.3,99145,99225,99298.8
Recovery Rate,0,0,0,0,0,0,1,0,1,1,3,2,1,2,7,7,8,17,11,28,39,50,88,82,150,234,385,662,881,1093,1458,1960,2194,2458,2896,2972,3322,3082,3076,3316,3368,3548,3433,3272,2658,2630,2480,2563,2961,2950,2748,2629,2844,2402,2462,2097,2192,1919,1921,1796,1570,1399,1312,1240,979,887,760,760,717,591,633,499,435,368,403,434,384,315,278,256,242,217,235,210,176,178,129,131,139,121,124,132,115,116,77,84,102,79,90,70,60
Recovery Rate Data,0,0,0,0,0,0,1.20923,0,1.15795,1.16135,3.36895,2.24573,0.999704,1.99202,7.06475,6.39086,7.62135,17.0435,12.0774,30.7274,40.0097,46.7363,82.8045,78.1797,125.235,210.918,285.616,548.158,841.805,985.612,1237.71,1676.07,1771.55,2036.13,2740.74,2329.14,2747.11,2462.78,2644.7,2859.63,2634.19,2734.61,2544.66,2565.98,2357.75,2343.81,2429.83,2065.55,2347.15,2233.04,2433.81,2610.14,3386.03,2702.75,2644.05,1921.89,2127.24,2063.92,1841.48,1727.5,1450.51,1275.39,1186.92,1083.89,1038.59,925.474,766.854,738.27,668.524,481.348,596.576,488.649,377.391,315.031,361.978,390.906,331.327,316.663,314.158,282.866,272.353,235.643,248.395,210.862,172.476,194.574,155.827,144.117,161.86,134.752,148.345,160.723,122.932,106.75,66.39,75.7126,90.1498,81.3471,88.4779,79.8338,62.2495
SAVEPER,1
Susceptible,99998,99996.8,99994,99991.1,99987.4,99982.6,99978.4,99971.5,99960.9,99946.6,99927.4,99902.1,99869.5,99822,99749.5,99653.6,99535.6,99403.3,99193,98847.4,98316.6,97529.1,96339.8,94330.8,90842.6,85436,76913.9,64910.5,50523.3,35192,22497.9,13866,8811,5646.75,3558.13,2296.38,1526.75,1093.25,847.625,666.375,544.625,463,398.625,349.375,312.875,289.75,270.25,254.25,238.875,225.125,211,198.125,186.75,176.125,168.125,158.875,150.875,143.75,139.625,137.375,133.375,129.875,127.125,124.625,123.25,120.5,118.625,117.875,116.75,116.125,115.75,115,114.625,113.875,113.125,112.75,112.25,111.625,110.875,110.625,109.375,108.875,108.625,107.625,106.75,106.25,105.875,105.375,105.25,105,104.625,104.25,103.625,103.5,103.5,103.5,103.25,103.25,103.25,103,103
TIME STEP,0.125
Total Population,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
W Noise ME,0.173547,3.71496,3.59313,0.0931367,0.879922,0.777238,-3.19203,3.41337,-1.68864,-1.27126,1.45446,-0.322305,-0.970704,-0.841337,0.97774,-3.98575,3.09254,2.34145,-0.586735,2.76591,2.9902,-0.860413,-0.350648,-1.19729,-1.08532,-3.44184,-1.14681,3.26761,-0.740503,2.11628,-0.680786,3.95042,-3.26459,0.173138,-2.8472,-2.40568,-0.224384,-3.21344,1.4812,2.496,-1.74512,-3.86787,-1.19423,-2.02045,1.80425,-3.00715,3.33781,2.59136,3.07686,-3.53603,-3.55665,-0.464318,2.17514,1.44281,0.213596,-1.80109,-3.76497,-2.49088,2.05649,2.8744,-3.5062,-1.35156,3.75026,1.97421,1.40669,-0.127249,1.70326,-3.01867,2.37418,0.727552,3.38946,-2.86181,3.33945,-0.0330457,-0.435551,0.779796,-2.821,-0.171573,0.677709,2.14906,2.10752,0.544176,0.839239,-0.570514,-2.70439,-2.50916,-0.573158,-3.37033,1.30432,2.67691,0.743066,1.03992,-0.00983807,-2.28019,0.73928,0.864997,1.19752,-1.57309,3.49202,-3.65806,-2.8557
W Noise MI,-2.40905,2.28151,0.835095,0.716964,2.64541,-2.94139,-1.42672,0.479328,0.412133,1.19549,-2.30876,0.703054,-1.39534,-1.06488,1.06679,0.644421,0.264119,-3.02654,-3.43932,3.62188,-1.07303,0.932953,1.74912,-0.546064,3.9781,-1.47687,-2.46827,1.92412,2.26103,-0.184893,-1.61491,-1.30455,0.907122,1.56493,-1.49998,-2.39245,2.87822,-2.58065,-1.59442,2.07211,3.09723,3.68109,-3.53551,-0.635242,1.46088,1.1482,0.8079,2.61105,1.93125,-3.5616,-3.33007,-2.79866,-3.62785,2.56722,1.32406,-0.386447,-3.54585,2.60021,-3.54033,-1.64334,-0.621765,-2.86158,3.28592,3.28608,2.11468,-1.68382,-0.202886,-0.239227,0.535887,-2.84727,1.90331,-1.96057,0.736688,1.52816,-2.35256,-1.66581,2.03479,0.334123,0.319756,-1.41641,3.02419,-2.68171,3.10669,1.61668,-2.4316,-1.59113,0.45229,-1.82295,1.57498,3.41716,1.65664,-2.97822,-0.848915,-0.721721,0.162963,-2.00621,-3.49191,-0.254267,2.42888,3.229,2.38556
W Noise MR,-2.53556,2.6654,2.77414,0.654075,-3.06825,2.49737,-1.15232,-0.0117571,2.08435,-0.905787,-2.81076,-1.83775,2.84996,3.68241,3.90116,1.13277,3.4183,3.14219,-0.761842,1.32237,0.446456,3.21207,0.373899,-2.44377,-3.33318,-3.53615,2.11186,1.8209,0.92993,-2.71659,-1.79028,-0.06799,2.63835,1.26557,-0.61502,3.30516,-3.77872,-3.89162,-0.422248,-3.25313,-1.56451,-2.1625,0.249202,2.12658,3.60957,3.89348,-3.88806,2.78271,-2.24408,-2.78413,-1.20732,3.79242,0.816841,-0.0652099,-2.34653,-1.60281,2.29848,-1.2281,0.449222,1.93879,3.21577,-2.56649,1.25004,2.92642,0.811989,-1.44586,-0.475452,-3.06456,-2.62589,-0.158311,-2.5506,-0.958141,3.25946,-3.99575,2.12419,-0.607763,2.62496,2.89925,-1.75317,2.18241,-2.12828,3.38303,-0.764124,0.499427,-2.30603,2.70157,1.21483,3.66174,-0.108289,0.89422,-0.781486,-0.0904019,-3.87589,-3.50818,-3.52995,0.521994,1.71579,-0.884064,2.59146,-3.0255,3.23704
W Noise PE,0.254069,-0.929492,-0.213111,-3.48162,-3.71186,2.95393,-1.40668,-2.30803,0.654793,-0.899548,-0.505876,-0.699269,-1.78037,1.62564,-3.29594,3.84099,-3.87679,-1.04483,3.60547,-3.32043,-3.85811,-2.82573,2.18047,-0.398752,0.470608,1.68431,-2.34272,-0.0107866,3.77247,-3.06025,3.08462,-3.30832,2.2061,-3.37669,1.29825,1.3748,3.64889,-3.9184,-3.54743,-3.44097,1.91252,-3.74571,-0.107355,-3.86573,-1.12064,-1.8586,-3.64601,-2.52644,-2.85085,3.06973,-0.806316,-3.01525,-0.0861711,1.3159,-3.34743,-3.13043,2.06688,-0.0592419,-0.792868,2.77094,-1.81838,-1.36006,-2.77713,-0.106576,-1.52135,3.14024,-0.00392944,-2.82301,-1.34917,-0.930018,0.386679,-1.71001,-0.835852,-3.12843,3.3288,2.81916,-0.114785,-2.17574,-3.32448,2.36425,-0.69683,-0.17281,-3.08009,1.32865,0.72149,3.91738,2.59235,0.939956,-1.6604,-1.83622,-2.63406,-0.558361,2.6787,-1.30481,3.70087,-0.663418,3.67125,-3.23607,1.22659,-3.65811,3.53876
W Noise PI,-1.19242,-1.67281,-0.890785,-1.4934,-0.129729,-0.722295,2.72819,-1.2394,3.868,-0.280843,-0.296643,0.988901,0.430294,2.37346,-3.93553,-0.635807,-0.666559,3.33428,1.68165,-1.41144,1.46678,2.71605,-2.82601,1.45764,-3.60304,-3.61105,-1.80733,-2.5741,0.0360654,0.748329,-1.63395,2.27955,-0.945005,1.52232,-1.17237,0.762566,-3.93979,2.48098,3.42865,-3.5345,0.158278,-1.25733,1.69221,-2.61317,-3.3053,2.40594,-1.14202,-3.52614,3.71376,-1.30852,1.95367,-1.8589,0.63516,0.738453,-2.46294,1.16996,0.332792,-0.124873,-0.535563,0.674533,-1.7968,2.21854,-3.8957,-3.34379,1.67096,3.42247,-3.36237,-1.02753,-2.89188,1.16864,-1.24771,-0.994904,3.97588,-3.13823,0.0351559,-1.8271,-1.34909,2.54288,1.53705,-3.88862,-3.91024,-1.12179,-2.52191,0.835877,0.322682,-1.24881,1.18881,0.558255,2.90129,-1.1627,-3.03938,3.29625,-0.1738,3.44206,-2.62163,0.199918,0.899453,-3.59716,-2.38832,2.74793,-2.97907
W Noise PR,0.801614,-2.9201,-0.257596,-1.18472,0.757613,1.83793,-0.430163,0.43408,-3.29328,-0.349771,-1.22328,-0.075029,0.417039,-2.53767,2.08115,1.56028,2.43795,2.03504,-2.42064,-1.31125,1.49094,-0.239367,-1.32939,1.08367,-2.62509,-2.85564,2.41222,1.35751,-0.238511,-3.77691,2.09979,-1.21735,1.85928,1.67598,-0.543091,0.732842,-3.06118,-1.85018,1.74087,-0.129359,0.388165,-1.09548,-0.512664,-3.66952,-3.72288,1.44414,2.07885,2.04271,-0.841553,0.096765,0.479549,2.04055,0.295625,-1.79534,1.91809,0.967578,-2.8355,3.98634,1.48322,-3.08162,0.833306,-2.54354,-0.921469,-1.47989,-3.15334,-0.399087,2.70935,3.50041,1.86786,-1.68619,-3.98061,2.6283,-1.87531,3.39886,-0.822029,-0.942381,-2.11967,1.96064,-2.3347,-2.84236,0.0361024,3.88628,-3.86132,-0.0207846,3.58129,0.333355,2.57176,1.39071,0.524354,-2.58229,-1.78278,-2.1024,0.433607,0.546914,-0.802224,1.78612,1.0438,-2.33375,1.97951,2.52387,1.97833
